City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,walla walla,46.0646,-118.343,2.43,71,0,1.54,US,1737592048
286,cill airne,52.05,-9.5167,5.21,95,71,2.62,IE,1737592049
287,vadso,70.0744,29.7487,-11.91,79,100,5.14,NO,1737592050
288,kuta,-8.7233,115.1723,26.97,83,40,3.6,ID,1737592052
289,la passe,45.5549,-0.8967,8.55,91,100,4.42,FR,1737592053
290,vorgashor,67.5833,63.95,-28.61,99,100,4.21,RU,1737592055
291,veraval,20.9,70.3667,17.14,81,10,6.43,IN,1737592056
292,kirakira,-10.4544,161.9205,26.36,88,100,1.76,SB,1737591883
293,tambo,-14.8,-73.9167,4.18,94,99,3.51,PE,1737592058
294,conception bay south,47.4999,-52.9981,-9.03,68,100,7.92,CA,1737592060
295,goronyo,13.4423,5.6763,22.54,19,0,6.81,NG,1737592061
296,bamboo flat,11.7,92.7167,21.05,94,7,0.0,IN,1737592062
297,georgetown,5.4112,100.3354,26.96,91,20,3.09,MY,1737591855
298,dhidhdhoo,6.8833,73.1,27.12,74,83,2.1,MV,1737592065
299,alo,6.5486,4.2686,25.48,93,95,2.11,NG,1737592066
300,acajutla,13.5928,-89.8275,28.89,51,1,5.08,SV,1737592067
301,cam ranh,11.9214,109.1591,21.98,73,75,3.09,VN,1737592068
302,redkino,56.6475,36.2967,-2.32,83,100,5.16,RU,1737592069
303,awjilah,29.1081,21.2869,11.5,63,0,1.1,LY,1737592070
304,kathu,7.9178,98.3332,24.9,77,100,4.46,TH,1737592071
305,lorengau,-2.0226,147.2712,27.53,80,100,2.09,PG,1737592072
306,yarega,63.4354,53.5765,-20.56,99,94,2.68,RU,1737592073
307,ambodifotatra,-16.9833,49.85,26.54,75,85,1.8,MG,1737592075
308,katima mulilo,-17.5,24.2667,19.6,97,100,1.97,NA,1737592077
309,enewetak,11.3474,162.3373,27.24,78,100,9.52,MH,1737592078
310,pavlovo,55.9686,43.0912,-6.89,72,100,8.13,RU,1737592079
311,fort st. john,56.2499,-120.8529,0.94,60,100,9.77,CA,1737592081
312,guajara mirim,-10.7828,-65.3394,22.51,98,100,1.16,BR,1737592082
313,minas de marcona,-15.2119,-75.1103,17.59,79,81,5.82,PE,1737592083
314,kargasok,59.0556,80.8572,-21.39,92,100,7.12,RU,1737592084
315,kharp,66.8014,65.8081,-26.62,92,28,3.7,RU,1737591933
316,tayaman,13.2295,120.5726,26.36,75,98,3.33,PH,1737592087
317,den helder,52.9599,4.7593,4.99,93,100,3.6,NL,1737592088
318,bauta,22.9828,-82.5464,16.94,100,100,4.63,CU,1737592089
319,sharm el-sheikh,27.8518,34.305,19.08,48,0,4.12,EG,1737592091
320,biloela,-24.4167,150.5,32.98,48,4,5.15,AU,1737592092
321,petropavlovsk-kamchatsky,53.0452,158.6483,-9.67,45,0,6.0,RU,1737592093
322,zhlobin,52.8926,30.024,0.68,98,100,4.26,BY,1737592095
323,nadym,65.5333,72.5167,-26.71,97,96,7.41,RU,1737591855
324,mbandaka,0.0487,18.2603,22.65,82,89,0.5,CD,1737592097
325,yeed,4.55,43.0333,23.73,53,76,5.46,SO,1737592098
326,sabang,5.8933,95.3214,27.14,76,100,5.18,ID,1737592100
327,tamanrasset,22.785,5.5228,13.95,13,0,5.66,DZ,1737592101
328,les avirons,-21.2418,55.3394,23.05,65,0,2.06,RE,1737592103
329,mhamid,29.82,-5.72,11.22,30,32,0.29,MA,1737592104
330,daru,-9.0763,143.2092,28.15,84,100,2.35,PG,1737592105
331,tommot,58.9564,126.2925,-23.89,97,98,0.6,RU,1737592107
332,anloga,5.7947,0.8973,26.82,90,100,4.35,GH,1737592108
333,lihue,21.9789,-159.3672,24.77,53,20,6.17,US,1737592109
334,pisco,-13.7,-76.2167,21.12,88,0,9.77,PE,1737592111
335,namdrik,5.5994,168.1028,27.22,82,53,9.76,MH,1737592112
336,valdosta,30.8327,-83.2785,0.95,73,0,2.06,US,1737591941
337,tekirova,36.5017,30.5272,10.86,89,84,2.49,TR,1737592114
338,igarka,67.4667,86.5833,-31.96,88,100,7.95,RU,1737592115
339,selkirk,50.1436,-96.8845,-19.34,75,97,0.89,CA,1737592117
340,zarand,30.8127,56.564,0.88,62,3,0.62,IR,1737592119
341,elyria,41.3684,-82.1077,-10.03,54,100,7.2,US,1737592079
342,kolonia town,6.964,158.206,31.06,74,75,5.66,FM,1737592122
343,livingston,55.9029,-3.5226,2.93,95,100,1.03,GB,1737592123
344,thakhek,17.4103,104.8307,16.06,84,93,1.1,LA,1737592124
345,donggang,28.9365,114.2259,11.38,51,71,1.67,CN,1737592126
346,san pedro de ycuamandiyu,-24.0917,-57.0764,29.91,50,46,2.12,PY,1737592127
347,la ronge,55.1001,-105.2842,-14.88,85,40,1.54,CA,1737592011
348,howrah,22.5892,88.3103,15.0,100,100,1.54,IN,1737592130
349,sur,22.5667,59.5289,20.85,47,1,9.9,OM,1737592131
350,jiuquan,39.7432,98.5174,-6.35,50,77,1.16,CN,1737592132
351,mosjoen,65.836,13.1908,-10.71,92,100,0.51,NO,1737592133
352,constantia,44.1833,28.65,1.5,89,72,3.76,RO,1737592134
353,lata,40.1629,-8.3327,14.16,90,97,1.0,PT,1737592136
354,palpala,-24.2565,-65.2116,21.57,94,100,1.54,AR,1737592138
355,bandar lampung,-5.4254,105.258,23.37,95,100,1.13,ID,1737592139
356,madimba,-10.4,40.3333,26.76,81,99,4.7,TZ,1737592140
357,sheridan,44.8333,-106.9173,-3.79,89,100,11.32,US,1737592141
358,janauba,-15.8025,-43.3089,24.69,73,46,2.66,BR,1737592143
359,champerico,14.3,-91.9167,27.04,71,0,3.18,GT,1737592144
360,kongolo,-5.3833,27.0,20.55,97,97,0.33,CD,1737592145
361,puerto san jose,13.9256,-90.8244,30.03,77,0,3.09,GT,1737592147
362,chibougamau,49.9168,-74.3659,-19.21,78,0,3.6,CA,1737592148
363,midvagur,62.0511,-7.1939,3.46,87,100,6.17,FO,1737592031
364,eregli,37.5133,34.0467,3.18,97,100,0.78,TR,1737592150
365,fort mcmurray,56.7268,-111.381,-6.23,93,100,1.54,CA,1737591999
366,great bend,38.3645,-98.7648,2.07,60,75,3.09,US,1737591854
367,nabire,-3.3667,135.4833,28.16,71,88,0.65,ID,1737592153
368,pervomayskoye,43.919,46.7102,4.27,81,100,11.49,RU,1737592155
369,tionk essil,12.7856,-16.5217,21.01,65,2,5.1,SN,1737592156
370,el matama,16.7095,33.3565,22.22,17,1,5.84,SD,1737592157
371,porto velho,-8.7619,-63.9039,23.03,94,40,1.03,BR,1737592035
372,floro,61.5996,5.0328,-2.02,100,46,1.54,NO,1737592159
373,reggane,26.7158,0.1714,19.66,13,82,3.8,DZ,1737592160
374,shanhecun,44.7,127.2,-19.18,100,100,1.41,CN,1737592162
375,siwa oasis,29.2041,25.5195,13.31,52,0,1.77,EG,1737592163
376,abashiri,44.0213,144.2697,-8.84,86,20,4.12,JP,1737592164
377,vavozh,56.7751,51.931,-16.87,81,100,3.3,RU,1737592166
378,tsiombe,-25.3,45.4833,24.27,86,35,3.75,MG,1737592167
379,taroa,8.7058,171.2275,26.79,76,95,10.58,MH,1737592168
380,namibe,-15.1961,12.1522,21.67,78,97,2.4,AO,1737592169
381,aras-asan,8.8908,126.3033,25.49,89,99,1.51,PH,1737592170
382,camargo,27.6667,-105.1667,13.28,17,98,1.74,MX,1737592171
383,ambon,-3.6954,128.1814,29.57,100,40,1.54,ID,1737592172
384,khandyga,62.6667,135.6,-14.78,97,100,1.66,RU,1737592173
385,kill devil hills,36.0307,-75.676,-0.57,72,100,6.17,US,1737592175
386,as sulayyil,20.4607,45.5779,11.34,42,0,4.19,SA,1737592131
387,port isabel,26.0734,-97.2086,13.02,75,0,1.34,US,1737592080
388,nouadhibou,20.931,-17.0347,17.99,94,11,3.09,MR,1737592178
389,castillos,-34.1667,-53.8333,21.63,84,18,1.89,UY,1737592179
390,wabash,40.7978,-85.8205,-7.49,66,96,5.52,US,1737592001
391,kedrovyy,56.1667,91.8167,-13.95,71,98,8.19,RU,1737592181
392,labuan,5.2767,115.2417,26.2,100,20,0.0,MY,1737592183
393,north fond du lac,43.8114,-88.4834,-6.55,86,100,5.14,US,1737592184
394,kununurra,-15.7667,128.7333,30.99,70,92,1.03,AU,1737592185
395,ribadeo,43.5325,-7.0991,7.86,93,100,1.2,ES,1737592186
396,ha'il,27.5219,41.6907,7.01,42,0,3.09,SA,1737592187
397,makokou,0.5738,12.8642,21.27,97,56,0.4,GA,1737592188
398,mabaruma,8.2,-59.7833,23.13,85,93,1.02,GY,1737592189
399,yemva,62.59,50.8594,-14.25,82,100,4.0,RU,1737592190
400,vernon,50.2581,-119.2691,-2.36,77,69,1.79,CA,1737592191
401,hirara,24.8,125.2833,21.92,73,75,6.17,JP,1737592194
402,kauran,6.7856,124.4733,26.49,82,100,1.13,PH,1737592195
403,murghob,38.1702,73.9667,-29.3,96,8,3.29,TJ,1737592196
404,debesy,57.6529,53.8049,-18.08,93,97,2.97,RU,1737592197
405,san antonio de pale,-1.4014,5.6325,27.0,79,88,3.53,GQ,1737592198
406,nha trang,12.25,109.1833,22.0,80,60,2.24,VN,1737592199
407,arpacay,40.8487,43.3291,-11.67,81,100,1.05,TR,1737592201
408,kiunga,-6.1219,141.2906,25.88,94,100,1.49,PG,1737592202
409,de soto,34.9248,-89.9904,-0.87,34,0,4.12,US,1737592203
410,taoudenni,22.6783,-3.9836,20.22,12,61,2.22,ML,1737592128
411,pavilosta,56.8879,21.1859,1.56,91,100,3.74,LV,1737592205
412,nenjiang,49.1833,125.2167,-23.1,100,100,0.39,CN,1737592206
413,dikwa,12.024,13.9165,22.18,45,0,3.7,NG,1737592207
414,vila velha,-20.3297,-40.2925,26.97,91,0,4.63,BR,1737591871
415,darnah,32.767,22.6367,13.76,75,0,3.21,LY,1737592210
416,geraldton,-28.7667,114.6,29.23,65,33,2.57,AU,1737592211
417,rikaze,29.25,88.8833,-2.35,47,0,1.15,CN,1737592212
418,ciudad lazaro cardenas,17.9583,-102.2,24.65,68,0,2.39,MX,1737592213
419,chernyshevsk,52.5243,117.0174,-29.02,100,99,0.12,RU,1737592214
420,adjumani,3.3779,31.7909,24.08,38,72,1.94,UG,1737592215
421,sao felix do xingu,-6.6447,-51.995,21.93,98,99,0.51,BR,1737592216
422,cole harbour,44.6724,-63.4751,-11.14,56,91,5.81,CA,1737592217
423,sola,-13.8833,167.55,31.37,74,75,0.0,VU,1737592219
424,gaiman,-43.2897,-65.4929,21.11,58,10,8.93,AR,1737592220
425,chincha alta,-13.4099,-76.1323,21.06,84,100,1.56,PE,1737592221
426,suva,-18.1416,178.4415,32.71,70,40,3.6,FJ,1737591959
427,cadale,2.7603,46.3222,24.3,85,100,8.56,SO,1737592223
428,new norfolk,-42.7826,147.0587,16.07,47,97,1.41,AU,1737591932
429,maun,-19.9833,23.4167,20.98,83,0,3.6,BW,1737592225
430,alotau,-10.3069,150.4462,30.89,69,100,1.78,PG,1737592226
431,gamay,12.3854,125.2979,26.13,93,42,2.36,PH,1737592227
432,dunedin,-45.8742,170.5036,14.89,97,69,2.24,NZ,1737591763
433,kunduz,36.75,68.75,3.32,77,74,0.7,AF,1737592230
434,ciudad melchor muzquiz,27.8833,-101.5167,8.4,33,15,2.36,MX,1737592231
435,kabare,-2.4683,28.8242,16.18,93,100,0.16,CD,1737592232
436,mena,51.5217,32.2157,-1.42,97,100,4.39,UA,1737592234
437,masterton,-40.9597,175.6575,27.79,33,18,1.03,NZ,1737592164
438,talcahuano,-36.7167,-73.1167,15.82,72,0,3.6,CL,1737592215
439,fortaleza,-3.7227,-38.5247,28.45,83,20,3.09,BR,1737592059
440,stephenville,32.2207,-98.2023,8.41,28,0,3.09,US,1737592072
441,cockburn town,21.4612,-71.1419,25.59,85,9,6.52,TC,1737591756
442,fairwood,47.4484,-122.1573,5.8,66,75,4.63,US,1737592241
443,west livingston,30.6983,-95.0019,0.81,73,96,3.14,US,1737592242
444,guerrero negro,27.9769,-114.0611,18.18,28,100,3.78,MX,1737591879
445,okhotsk,59.3833,143.3,-22.56,80,0,4.69,RU,1737592006
446,nantucket,41.2835,-70.0995,-4.92,63,75,3.09,US,1737592246
447,kamaishi,39.2667,141.8833,5.84,68,4,2.56,JP,1737592247
448,san jose de jachal,-30.2406,-68.7469,28.9,31,1,3.47,AR,1737592249
449,el dorado,38.7666,-120.5177,16.21,30,4,0.45,US,1737592251
450,katsuura,35.1333,140.3,13.27,57,100,3.75,JP,1737592056
451,puerto aysen,-45.4,-72.7,12.04,99,100,1.67,CL,1737591852
452,brookings,44.3114,-96.7984,-8.79,73,100,5.14,US,1737592254
453,ghat,24.9647,10.1728,12.89,27,0,3.29,LY,1737592255
454,coquimbo,-29.9533,-71.3436,17.85,77,0,4.12,CL,1737591987
455,lae,-6.7221,146.9847,30.37,57,88,0.47,PG,1737592257
456,ust-tsilma,65.441,52.1498,-18.37,97,100,2.4,RU,1737592259
457,kalmunai,7.4167,81.8167,25.06,78,100,3.9,LK,1737592260
458,arraial do cabo,-22.9661,-42.0278,24.98,100,40,1.03,BR,1737591608
459,xinyuan,37.3,99.0,-10.25,50,100,1.97,CN,1737592262
460,pompeia,-22.1086,-50.1717,24.44,69,100,0.39,BR,1737592263
461,bamiantong,44.9333,130.5333,-12.87,92,97,1.72,CN,1737592264
462,plymstock,50.36,-4.0905,4.3,68,92,4.14,GB,1737592265
463,doctor juan leon mallorquin,-25.4,-55.2667,26.33,64,0,2.01,PY,1737592266
464,hilo,19.7297,-155.09,28.38,64,0,4.12,US,1737592267
465,karasburg,-28.0167,18.75,21.91,30,5,3.5,NA,1737592268
466,pandan,14.0453,124.1694,26.36,90,78,5.29,PH,1737592270
467,alta,69.9689,23.2717,-12.41,72,40,1.54,NO,1737592064
468,port alfred,-33.5906,26.891,20.66,98,67,0.89,ZA,1737591968
469,gajraula,28.85,78.2333,13.45,45,57,2.75,IN,1737592273
470,carutapera,-1.195,-46.02,24.5,93,7,2.22,BR,1737591848
471,musoma,-1.5,33.8,19.42,80,100,3.67,TZ,1737592276
472,lompoc,34.6391,-120.4579,23.96,17,0,3.6,US,1737591806
473,nagqu,31.5,92.0,-10.05,43,5,1.37,CN,1737592280
474,buala,-8.145,159.5921,27.96,79,100,2.13,SB,1737592281
475,hotan,37.0997,79.9269,-4.1,50,0,0.8,CN,1737592282
476,bugembe,0.4797,33.2344,19.49,86,97,0.97,UG,1737592284
477,zhanibek,49.4167,46.85,-8.65,53,99,6.49,KZ,1737592285
478,lospalos,-8.5186,127.0025,24.55,83,100,0.63,TL,1737591838
479,rundu,-17.9333,19.7667,18.67,98,100,1.76,NA,1737592288
480,mahdia,35.5047,11.0622,15.11,43,100,10.59,TN,1737592290
481,minas de matahambre,22.5887,-83.9447,18.83,81,100,5.29,CU,1737592291
482,kolonia,50.9333,6.95,4.58,94,75,4.12,DE,1737592204
483,acarau,-2.8856,-40.12,26.18,81,0,5.75,BR,1737591782
484,zdvinsk,54.7021,78.661,-21.46,92,100,6.47,RU,1737592295
485,altai,46.3722,96.2583,-11.23,48,1,1.78,MN,1737592296
486,nova xavantina,-14.6667,-52.35,23.61,91,0,1.0,BR,1737592298
487,majie,25.0333,102.6361,7.99,87,40,6.0,CN,1737592299
488,laguna,38.421,-121.4238,16.23,44,0,0.0,US,1737592157
489,scarborough,54.2797,-0.4044,2.03,49,9,2.89,GB,1737592300
490,kijang,35.2442,129.2139,0.85,42,5,1.19,KR,1737592303
491,snyder,32.7179,-100.9176,9.19,14,0,3.6,US,1737592304
492,korla,41.7597,86.1469,-8.45,87,57,2.84,CN,1737592305
493,huntsville,34.7304,-86.5861,-2.11,46,0,2.24,US,1737592171
494,manicore,-5.8092,-61.3003,22.37,95,95,0.55,BR,1737592308
495,utiel,39.5667,-1.2,10.03,84,84,4.49,ES,1737592310
496,hammerfest,70.6634,23.6821,-2.75,80,100,4.63,NO,1737592311
497,birao,10.2849,22.7882,23.43,17,38,4.19,CF,1737592313
498,madang,-5.2246,145.7966,29.12,71,97,1.96,PG,1737592314
499,amuntai,-2.4177,115.2494,23.21,99,100,0.45,ID,1737592014
500,magherafelt,54.7536,-6.6066,2.99,94,100,2.81,GB,1737592317
501,muar,2.0442,102.5689,24.75,87,100,3.53,MY,1737592318
502,slovenske konjice,46.3367,15.4258,6.8,93,100,1.79,SI,1737592319
503,imbituba,-28.24,-48.6703,22.66,88,7,1.9,BR,1737592320
504,acapulco de juarez,16.8634,-99.8901,27.9,74,40,3.6,MX,1737592109
505,menongue,-14.6585,17.691,18.1,70,100,1.24,AO,1737592322
506,extrema,-22.8547,-46.3183,19.83,95,100,1.99,BR,1737592290
507,forrest city,35.0081,-90.7898,-2.72,42,50,3.13,US,1737592190
508,chadron,42.8294,-102.9999,-2.18,75,100,8.75,US,1737592325
509,pulandian,39.3953,121.9669,-1.17,30,0,0.56,CN,1737592327
510,dalby,-27.1833,151.2667,36.52,26,91,6.87,AU,1737592328
511,vila franca do campo,37.7167,-25.4333,11.23,77,100,1.25,PT,1737592330
512,luderitz,-26.6481,15.1594,16.41,96,6,1.18,NA,1737592331
513,tougue,11.4667,-11.6,20.59,24,11,0.21,GN,1737592332
514,bazarak,35.3129,69.5152,-12.62,85,30,7.41,AF,1737592334
515,saldanha,-33.0117,17.9442,17.43,97,100,2.57,ZA,1737592335
516,mae hong son,19.3003,97.9685,14.08,100,100,0.0,TH,1737592336
517,labin,45.095,14.1197,9.41,92,100,4.88,HR,1737592337
518,lloydminster,53.2835,-110.0016,-6.88,86,100,6.69,CA,1737592339
519,aguada de pasajeros,22.385,-80.8508,20.72,93,68,2.63,CU,1737592340
520,san jose del guaviare,2.5729,-72.6459,26.53,51,45,1.46,CO,1737592341
521,san mariano,7.5,126.0,26.11,77,85,1.95,PH,1737592342
522,jwaneng,-24.6004,24.7303,19.4,37,0,3.77,BW,1737592344
523,paka,4.6374,103.4368,23.96,94,40,0.0,MY,1737592345
524,nova sintra,14.8667,-24.7167,22.34,72,98,12.48,CV,1737592288
525,guatrache,-37.6678,-63.5302,28.93,13,0,4.98,AR,1737592347
526,puerto escondido,15.85,-97.0667,27.46,78,20,0.0,MX,1737592348
527,sokcho,38.2083,128.5911,4.34,33,0,4.12,KR,1737592349
528,jaraiz de la vera,40.0601,-5.7543,11.19,96,100,0.45,ES,1737592350
529,elliot lake,46.3834,-82.6331,-10.56,92,100,3.8,CA,1737592351
530,san julian,21.0167,-102.1667,15.84,24,0,3.64,MX,1737592353
531,puerto baquerizo moreno,-0.9,-89.6,24.25,80,34,4.43,EC,1737592146
532,alupka,44.4167,34.05,8.63,89,100,0.92,UA,1737592355
533,sungai raya,0.7,108.9,23.91,95,100,1.33,ID,1737592356
534,uvira,-3.4067,29.1458,22.29,87,100,0.3,CD,1737592357
535,luwuk,-0.9516,122.7875,27.13,68,100,1.41,ID,1737592358
536,kuala tungkal,-0.8167,103.4667,23.89,93,100,1.25,ID,1737592360
537,hovd,48.0056,91.6419,-14.24,80,100,1.15,MN,1737592361
538,pitimbu,-7.4706,-34.8086,27.26,66,81,4.47,BR,1737592362
539,mtsensk,53.2766,36.5733,-2.63,41,100,6.09,RU,1737592363
540,taybad,34.74,60.7756,0.72,80,6,3.85,IR,1737592365
541,cabedelo,-6.9811,-34.8339,27.37,63,91,5.0,BR,1737592366
542,nzega,-2.479,29.5564,13.13,93,100,1.28,RW,1737592367
543,pulaski,34.7668,-92.3001,2.06,39,0,3.09,US,1737592090
544,tabou,4.423,-7.3528,26.57,84,94,3.32,CI,1737592370
545,muritiba,-12.9167,-39.25,22.63,96,16,1.17,BR,1737592371
546,indian harbour beach,28.1489,-80.5884,10.04,90,100,9.77,US,1737592373
547,saint-pierre,-21.3393,55.4781,24.82,65,0,2.06,RE,1737592246
548,baiyin,36.5583,104.2081,-0.36,55,100,0.38,CN,1737592375
549,galliano,29.4422,-90.2992,-4.0,93,0,0.0,US,1737592376
550,palmer,42.1584,-72.3287,-9.75,48,75,2.06,US,1737592377
551,laojunmiao,39.8333,97.7333,-2.81,31,19,2.91,CN,1737592359
552,moab,38.5733,-109.5498,2.03,27,83,4.92,US,1737592381
553,haicheng,40.8516,122.7475,-3.64,38,6,1.01,CN,1737592382
554,letterkenny,54.95,-7.7333,3.25,91,100,1.71,IE,1737592383
555,barcelos,41.5388,-8.6151,10.78,94,77,2.1,PT,1737592190
556,araxa,-19.5933,-46.9406,20.86,89,98,1.36,BR,1737592098
557,polyarnyy,69.1989,33.4478,-13.89,95,100,3.3,RU,1737592387
558,fada,7.25,4.0667,23.4,93,100,0.86,NG,1737592388
559,caleta de carquin,-11.0925,-77.6267,21.4,85,77,4.38,PE,1737592390
560,aral,40.5156,81.2636,-5.23,47,0,0.95,CN,1737592391
561,noumea,-22.2763,166.4572,28.35,65,100,3.34,NC,1737592263
562,qarauyl,48.9451,79.255,-14.74,75,92,9.13,KZ,1737592393
563,kem',64.9555,34.5793,-8.84,96,100,1.44,RU,1737592394
564,pizarro,4.9533,-77.366,25.07,87,14,1.83,CO,1737592396
565,bilgoraj,50.5411,22.722,1.24,92,100,3.7,PL,1737592132
566,maceio,-9.6658,-35.7353,25.69,88,20,4.12,BR,1737592099
567,holualoa,19.6228,-155.9522,24.91,67,40,5.14,US,1737592400
568,marka,1.7159,44.7717,24.1,82,53,6.24,SO,1737592198
569,celestun,20.8667,-90.4,20.32,69,42,5.54,MX,1737592403
570,dul'durga,50.6761,113.5931,-22.03,98,16,0.49,RU,1737592404
571,fabens,31.5023,-106.1586,8.55,19,100,0.89,US,1737592405
572,sidi ifni,29.3797,-10.173,15.43,69,0,2.07,MA,1737592406
573,phon,15.816,102.5998,21.3,48,100,1.32,TH,1737592408
574,wenling,28.3669,121.36,13.64,80,74,2.56,CN,1737592409
